,puiss_max,masse_ordma_min,Marque,Carrosserie,boite,gamme2
42992,110.0,1724,37,9,1,4
42994,110.0,1730,37,9,1,4
42995,127.0,1730,37,9,1,4
42997,110.0,1784,37,9,0,4
42998,81.0,1385,37,0,1,4
42999,110.0,1493,37,0,1,4
43000,110.0,1497,37,0,1,4
43001,127.0,1575,37,0,0,4
43002,96.0,1493,37,0,1,4
43003,96.0,1497,37,0,1,4
43004,130.5,1492,37,0,1,4
43008,81.0,1488,37,4,1,4
43009,110.0,1569,37,4,1,4
43010,130.5,1597,37,4,1,4
43011,177.0,1705,37,4,0,4
43012,110.0,1569,37,4,1,4
43013,127.0,1598,37,4,0,4
43014,81.0,1395,37,1,1,4
43015,110.0,1505,37,1,1,4
43016,110.0,1505,37,1,1,4
43017,127.0,1595,37,1,0,4
43018,96.0,1505,37,1,1,4
43019,96.0,1505,37,1,1,4
43020,130.5,1505,37,1,1,4
43024,127.0,1695,37,0,0,5
43025,110.0,1610,37,0,1,5
43026,177.0,1730,37,0,0,5
43027,96.0,1395,37,0,1,3
43028,81.0,1365,37,0,0,5
43030,81.0,1290,37,0,1,3
43032,66.0,1290,37,0,1,3
43034,120.0,1464,37,0,1,3
43035,96.0,1395,37,4,1,3
43036,81.0,1280,37,4,0,3
43038,81.0,1280,37,4,1,3
43040,66.0,1280,37,4,1,3
43044,120.0,1456,37,4,1,3
43045,96.0,1611,37,2,1,3
43046,81.0,1611,37,2,0,3
43047,81.0,1602,37,2,1,3
43050,96.0,1615,37,2,1,3
43051,96.0,1395,37,1,1,3
43052,81.0,1364,37,1,0,3
43054,81.0,1383,37,1,1,3
43056,66.0,1355,37,1,1,3
43058,81.0,1377,37,1,1,3
43059,120.0,1505,37,1,1,3
43060,81.0,1505,37,8,0,3
43061,81.0,1568,37,8,0,3
43062,81.0,1597,37,8,0,3
43063,81.0,1470,37,8,0,3
43064,110.0,1612,37,8,0,3
43065,110.0,1693,37,8,0,3
43066,110.0,1722,37,8,0,3
43068,81.0,1460,37,8,1,3
43069,81.0,1547,37,8,1,3
43070,81.0,1505,37,8,1,3
43071,81.0,1449,37,8,1,3
43074,81.0,1460,37,8,1,3
43075,81.0,1545,37,8,1,3
43076,81.0,1504,37,8,1,3
43077,81.0,1460,37,8,1,3
43080,96.0,1505,37,8,1,3
43081,96.0,1600,37,8,1,3
43082,96.0,1506,37,8,1,3
43083,81.0,1438,37,8,1,3
43084,70.0,1460,37,8,1,3
43085,66.0,1987,37,5,1,4
43086,84.0,1987,37,5,1,4
43087,84.0,1987,37,5,0,4
43088,66.0,1982,37,5,1,4
43089,84.0,1982,37,5,1,4
43090,84.0,1982,37,5,0,4
43091,66.0,1976,37,5,1,4
43092,84.0,1976,37,5,1,4
43093,84.0,1976,37,5,0,4
43094,66.0,2230,37,5,1,4
43095,84.0,2230,37,5,1,4
43096,84.0,2230,37,5,0,4
43097,84.0,2009,37,5,1,4
43098,84.0,2009,37,5,0,4
43103,63.0,1055,37,0,1,0
43104,55.0,1055,37,0,1,0
43111,55.0,1418,38,3,1,1
43112,55.0,1487,38,3,1,1
43113,66.0,1418,38,3,1,1
43114,66.0,1487,38,3,1,1
43115,80.0,1418,38,3,1,1
43143,103.0,1803,40,7,0,5
43144,103.0,1774,40,7,1,5
43145,103.0,1851,40,7,0,5
43146,103.0,1822,40,7,1,5
43147,103.0,1891,40,7,1,5
43148,103.0,1942,40,7,1,5
43149,85.0,1772,40,7,1,5
43150,85.0,1823,40,7,1,5
43151,130.0,1804,40,7,0,5
43152,130.0,1800,40,7,1,5
43153,130.0,1855,40,7,0,5
43154,130.0,1851,40,7,1,5
43159,77.0,1505,40,8,0,3
43160,77.0,1480,40,8,1,3
43162,103.0,1490,40,8,1,3
43163,77.0,1475,40,8,0,3
43164,77.0,1450,40,8,1,3
43166,103.0,1465,40,8,1,3
43167,103.0,1615,40,8,1,3
43170,125.0,1530,40,0,1,4
43172,105.0,1505,40,0,1,4
43173,105.0,1505,40,0,1,4
43174,88.0,1505,40,0,1,4
43175,88.0,1505,40,0,1,4
43178,125.0,1590,40,1,1,4
43180,105.0,1565,40,1,1,4
43181,88.0,1565,40,1,1,4
43182,88.0,1565,40,1,1,4
43183,66.0,1170,40,0,1,1
43184,77.0,1170,40,0,1,1
43188,105.0,1245,40,0,1,1
43189,55.0,1150,40,0,1,1
43190,55.0,1135,40,0,1,1
43197,66.0,1225,40,0,1,1
43198,77.0,1225,40,0,1,1
43202,55.0,1190,40,0,1,1
43203,55.0,1205,40,0,1,1
43213,110.0,1300,40,0,1,3
43214,110.0,1305,40,0,1,3
43215,77.0,1281,40,0,1,3
43216,77.0,1286,40,0,1,3
43218,135.0,1370,40,0,1,3
43226,110.0,1315,40,0,0,3
43227,110.0,1285,40,0,1,3
43228,77.0,1261,40,0,1,3
43229,77.0,1266,40,0,1,3
43231,135.0,1350,40,0,1,3
43240,77.0,1265,40,0,1,4
43241,77.0,1265,40,0,1,4
43242,77.0,1265,40,0,1,4
43256,55.0,1204,41,0,1,3
43258,66.0,1204,41,0,1,3
43262,77.0,1219,41,0,1,3
43269,55.0,1199,41,0,1,3
43270,55.0,1203,41,0,1,3
43273,55.0,1224,41,1,1,3
43274,66.0,1224,41,1,1,3
43277,77.0,1239,41,1,1,3
43281,55.0,1219,41,1,1,3
43298,77.0,1390,41,0,1,4
43301,77.0,1380,41,0,0,4
43302,77.0,1375,41,0,0,4
43305,77.0,1365,41,0,1,4
43306,77.0,1355,41,0,1,4
43307,77.0,1350,41,0,1,4
43336,125.0,1505,41,0,0,4
43337,125.0,1495,41,0,0,4
43338,125.0,1490,41,0,0,4
43341,125.0,1485,41,0,1,4
43342,125.0,1475,41,0,1,4
43343,125.0,1470,41,0,1,4
43346,103.0,1415,41,0,0,4
43350,103.0,1395,41,0,1,4
43367,77.0,1405,41,1,1,4
43370,77.0,1395,41,1,0,4
43371,77.0,1390,41,1,0,4
43374,77.0,1370,41,1,1,4
43375,77.0,1380,41,1,1,4
43376,77.0,1365,41,1,1,4
43380,77.0,1480,41,1,1,4
43381,77.0,1475,41,1,1,4
43409,125.0,1510,41,1,0,4
43410,125.0,1520,41,1,0,4
43411,125.0,1505,41,1,0,4
43414,125.0,1500,41,1,1,4
43415,125.0,1490,41,1,1,4
43416,125.0,1485,41,1,1,4
43419,103.0,1430,41,1,0,4
43423,103.0,1410,41,1,1,4
43427,103.0,1520,41,1,0,4
43428,103.0,1515,41,1,0,4
43430,103.0,1505,41,1,1,4
43431,103.0,1500,41,1,1,4
43432,103.0,1495,41,1,1,4
43434,103.0,1575,41,1,0,4
43437,103.0,1570,41,1,1,4
43438,103.0,1555,41,1,1,4
43445,110.0,1355,41,0,0,4
43446,110.0,1334,41,0,1,4
43447,77.0,1338,41,0,0,4
43448,77.0,1307,41,0,1,4
43450,77.0,1265,41,0,1,3
43451,77.0,1265,41,0,1,3
43455,66.0,1322,41,3,1,1
43461,77.0,1322,41,3,1,1
43484,55.0,1314,41,3,1,1
43487,55.0,1308,41,3,1,1
43496,77.0,1524,41,0,1,5
43498,77.0,1517,41,0,1,5
43512,103.0,1569,41,0,0,5
43516,103.0,1547,41,0,1,5
43517,103.0,1551,41,0,1,5
43521,103.0,1645,41,0,0,5
43523,125.0,1572,41,0,0,5
43526,125.0,1555,41,0,1,5
43530,125.0,1632,41,0,1,5
43539,77.0,1546,41,1,1,5
43541,77.0,1539,41,1,1,5
43554,103.0,1591,41,1,0,5
43555,103.0,1591,41,1,0,5
43559,103.0,1569,41,1,1,5
43560,103.0,1573,41,1,1,5
43564,103.0,1667,41,1,0,5
43566,125.0,1594,41,1,0,5
43570,125.0,1577,41,1,1,5
43574,125.0,1654,41,1,1,5
43578,77.0,1410,41,9,1,1
43594,81.0,1420,41,9,1,1
43595,81.0,1415,41,9,1,1
43599,103.0,1470,41,9,1,1
43600,103.0,1555,41,9,0,1
43603,103.0,1530,41,9,1,1
43606,81.0,1525,41,9,1,1
43609,125.0,1535,41,9,1,1
43612,40.0,845,42,4,1,0
43613,40.0,845,42,4,1,0
43636,40.0,875,42,2,1,0
43637,40.0,875,42,2,1,0
43664,129.0,1666,43,9,1,4
43665,109.6,1679,43,9,1,4
43666,129.0,1747,43,9,1,4
43667,129.0,1767,43,9,0,4
43668,109.6,1747,43,9,1,4
43669,114.0,2035,43,9,1,5
43670,114.0,2060,43,9,0,5
43671,114.0,2043,43,5,1,3
43672,114.0,2179,43,5,0,3
43677,108.0,1625,44,9,1,4
43678,108.0,1615,44,9,1,4
43681,108.0,1631,44,9,1,4
43682,108.0,1645,44,9,1,4
43687,110.0,1602,44,0,1,4
43690,110.0,1658,44,1,1,4
43691,110.0,1646,44,1,1,4
43693,66.0,1210,44,6,1,1
43694,66.0,1215,44,6,0,1
43699,108.0,1490,44,9,1,4
43702,95.0,1604,45,9,1,4
43703,95.0,1729,45,9,1,4
43711,55.0,1125,45,0,1,1
43718,55.0,1125,45,0,1,1
43720,55.0,1140,45,0,1,1
43726,55.0,1140,45,0,1,1
43729,99.2,1360,45,9,1,1
43730,99.2,1425,45,9,1,1
43733,91.0,1395,46,0,1,3
43734,91.0,1395,46,0,1,3
43735,66.0,1270,46,0,1,3
43736,66.0,1270,46,0,1,3
43745,91.0,1555,46,0,1,3
43748,91.0,1585,46,1,1,3
43751,110.0,1605,46,0,0,3
43752,110.0,1610,46,0,0,3
43753,110.0,1590,46,0,1,3
43755,110.0,1590,46,0,1,3
43756,110.0,1635,46,1,0,3
43757,110.0,1645,46,1,0,3
43758,110.0,1620,46,1,1,3
43760,110.0,1620,46,1,1,3
43775,140.0,2180,46,9,0,2
43776,140.0,2170,46,9,1,2
43778,140.0,2070,46,9,0,2
43779,140.0,2060,46,9,1,2
43781,200.0,2585,46,9,0,2
43790,91.0,1610,46,9,1,4
43793,110.0,1680,46,9,1,4
43794,110.0,1680,46,9,1,4
43798,110.0,1720,46,9,0,4
43799,110.0,1720,46,9,0,4
43809,91.0,1615,46,8,1,3
43813,110.0,1660,46,8,0,3
43819,66.0,1210,46,8,1,3
43821,66.0,1215,46,8,0,3
43834,66.0,1135,46,0,1,1
43835,66.0,1135,46,0,1,1
43836,66.0,1140,46,0,1,1
43837,66.0,1140,46,0,1,1
43860,75.0,1532,47,3,1,1
43862,75.0,1618,47,3,1,1
43864,75.0,1591,47,3,1,1
43866,75.0,1532,47,3,1,1
43867,75.0,1618,47,3,1,1
43868,75.0,1591,47,3,1,1
43872,75.0,1550,47,3,0,1
43873,75.0,1636,47,3,0,1
43874,75.0,1609,47,3,0,1
43875,75.0,1550,47,3,0,1
43878,75.0,1636,47,3,0,1
43881,75.0,1609,47,3,0,1
43896,75.0,1492,47,3,0,1
43897,75.0,1565,47,3,0,1
43898,75.0,1540,47,3,0,1
43899,75.0,1492,47,3,0,1
43902,75.0,1565,47,3,0,1
43905,75.0,1540,47,3,0,1
43908,75.0,1484,47,3,0,1
43909,75.0,1557,47,3,0,1
43910,75.0,1532,47,3,0,1
43911,75.0,1484,47,3,0,1
43914,75.0,1557,47,3,0,1
43917,75.0,1532,47,3,0,1
43920,75.0,1474,47,3,1,1
43922,75.0,1547,47,3,1,1
43924,75.0,1522,47,3,1,1
43928,75.0,1539,47,3,1,1
43930,75.0,1514,47,3,1,1
43932,75.0,1474,47,3,1,1
43933,75.0,1547,47,3,1,1
43934,75.0,1522,47,3,1,1
43939,75.0,1539,47,3,1,1
43940,75.0,1514,47,3,1,1
43950,75.0,1552,47,3,0,1
43952,75.0,1552,47,3,0,1
43967,75.0,1544,47,3,0,1
43969,75.0,1544,47,3,0,1
43979,75.0,1534,47,3,1,1
43989,75.0,1526,47,3,1,1
43999,75.0,1534,47,3,1,1
44006,75.0,1526,47,3,1,1
44009,55.0,1474,47,3,1,1
44010,55.0,1522,47,3,1,1
44011,55.0,1474,47,3,1,1
44014,55.0,1522,47,3,1,1
44022,55.0,1534,47,3,1,1
44024,55.0,1534,47,3,1,1
44116,103.0,1571,47,3,0,1
44117,103.0,1653,47,3,0,1
44118,103.0,1630,47,3,0,1
44119,103.0,1571,47,3,0,1
44122,103.0,1653,47,3,0,1
44125,103.0,1630,47,3,0,1
44128,103.0,1549,47,3,1,1
44130,103.0,1631,47,3,1,1
44132,103.0,1608,47,3,1,1
44134,103.0,1549,47,3,1,1
44135,103.0,1631,47,3,1,1
44136,103.0,1608,47,3,1,1
44140,103.0,1507,47,3,0,1
44141,103.0,1577,47,3,0,1
44142,103.0,1556,47,3,0,1
44143,103.0,1507,47,3,0,1
44146,103.0,1577,47,3,0,1
44149,103.0,1556,47,3,0,1
44152,103.0,1485,47,3,1,1
44154,103.0,1555,47,3,1,1
44156,103.0,1534,47,3,1,1
44158,103.0,1485,47,3,1,1
44159,103.0,1555,47,3,1,1
44160,103.0,1534,47,3,1,1
44170,103.0,1561,47,3,0,1
44172,103.0,1561,47,3,0,1
44182,103.0,1569,47,3,0,1
44183,103.0,1548,47,3,0,1
44187,103.0,1553,47,3,0,1
44189,103.0,1553,47,3,0,1
44190,103.0,1569,47,3,0,1
44193,103.0,1548,47,3,0,1
44198,103.0,1539,47,3,1,1
44207,103.0,1531,47,3,1,1
44209,103.0,1547,47,3,1,1
44211,103.0,1526,47,3,1,1
44217,103.0,1539,47,3,1,1
44221,103.0,1547,47,3,1,1
44222,103.0,1526,47,3,1,1
44224,103.0,1531,47,3,1,1
44227,103.0,1665,47,3,0,1
44229,103.0,1733,47,3,0,1
44231,103.0,1710,47,3,0,1
44233,103.0,1600,47,3,0,1
44235,103.0,1651,47,3,0,1
44237,103.0,1662,47,3,0,1
44240,103.0,1641,47,3,0,1
44243,81.0,1642,47,3,1,1
44245,81.0,1720,47,3,1,1
44247,81.0,1690,47,3,1,1
44249,81.0,1576,47,3,1,1
44252,81.0,1633,47,3,1,1
44254,81.0,1641,47,3,1,1
44257,81.0,1616,47,3,1,1
44260,125.0,1582,47,3,0,1
44262,125.0,1664,47,3,0,1
44264,125.0,1641,47,3,0,1
44266,125.0,1588,47,3,0,1
44268,125.0,1567,47,3,0,1
44271,125.0,1572,47,3,0,1
44277,125.0,1564,47,3,0,1
44501,62.0,2093,47,5,1,4
44502,75.0,2093,47,5,1,4
44503,103.0,2128,47,5,1,4
44504,103.0,2268,47,5,1,4
44505,84.0,2093,47,5,1,4
44506,103.0,2140,47,5,0,4
44507,75.0,2046,47,5,1,4
44508,75.0,1982,47,5,1,4
44509,103.0,2137,47,5,1,4
44510,103.0,2201,47,5,1,4
44511,103.0,2075,47,5,1,4
44512,103.0,2017,47,5,1,4
44513,84.0,2046,47,5,1,4
44514,84.0,1982,47,5,1,4
44515,103.0,2075,47,5,0,4
44516,103.0,2029,47,5,0,4
44517,132.0,2140,47,5,0,4
44518,132.0,2128,47,5,1,4
44519,132.0,2076,47,5,0,4
44520,132.0,2064,47,5,1,4
44521,132.0,2262,47,5,0,4
44522,132.0,2249,47,5,1,4
44523,132.0,2198,47,5,0,4
44524,132.0,2185,47,5,1,4
44527,77.0,1381,47,0,0,3
44528,77.0,1361,47,0,1,3
44531,103.0,1417,47,0,0,3
44532,103.0,1395,47,0,1,3
44533,80.0,2041,47,5,1,3
44534,100.0,2041,47,5,1,3
44535,120.0,2041,47,5,1,3
44536,80.0,1976,47,5,1,3
44537,80.0,2219,47,5,1,3
44538,80.0,2064,47,5,1,3
44539,100.0,2219,47,5,1,3
44540,100.0,2064,47,5,1,3
44541,120.0,2219,47,5,1,3
44542,120.0,2064,47,5,1,3
44545,103.0,1614,47,2,0,3
44546,103.0,1592,47,2,1,3
44548,66.0,1314,47,0,1,3
44549,77.0,1318,47,0,1,3
44550,77.0,1314,47,0,1,3
44553,100.0,1394,47,0,1,3
44554,125.0,1409,47,0,1,3
44557,77.0,1498,47,2,1,3
44562,103.0,1545,47,2,0,3
44563,103.0,1521,47,2,1,3
44568,66.0,1445,47,1,1,3
44569,77.0,1473,47,1,0,3
44570,77.0,1452,47,1,1,3
44571,77.0,1571,47,1,1,3
44573,103.0,1521,47,1,0,3
44574,103.0,1495,47,1,1,3
44577,66.0,1440,47,0,1,3
44578,77.0,1471,47,0,0,3
44579,77.0,1450,47,0,1,3
44581,103.0,1501,47,0,0,3
44582,103.0,1476,47,0,1,3
44585,77.0,1313,47,0,0,3
44586,77.0,1295,47,0,1,3
44588,110.0,1375,47,0,0,3
44589,110.0,1354,47,0,1,3
44590,110.0,1449,47,0,1,3
44592,77.0,1415,47,0,0,3
44593,77.0,1395,47,0,1,3
44596,75.0,1976,47,5,1,4
44598,103.0,1976,47,5,1,4
44599,103.0,1985,47,5,1,4
44601,103.0,2027,47,5,1,4
44602,84.0,1976,47,5,1,4
44606,103.0,1976,47,5,0,4
44608,132.0,1976,47,5,0,4
44609,132.0,1976,47,5,1,4
44610,132.0,2026,47,5,0,4
44611,132.0,2013,47,5,1,4
44613,132.0,1976,47,5,1,4
44614,132.0,2075,47,5,0,4
44615,132.0,2075,47,5,1,4
44616,75.0,2032,47,5,1,4
44617,75.0,2097,47,5,1,4
44618,103.0,2067,47,5,1,4
44619,103.0,2187,47,5,1,4
44620,84.0,2032,47,5,1,4
44622,84.0,2097,47,5,1,4
44623,84.0,2150,47,5,1,4
44624,103.0,2153,47,5,0,4
44626,103.0,2141,47,5,1,4
44628,103.0,2206,47,5,0,4
44629,103.0,2194,47,5,1,4
44630,103.0,2328,47,5,1,4
44631,103.0,2259,47,5,1,4
44633,132.0,2181,47,5,0,4
44634,132.0,2169,47,5,1,4
44635,132.0,2231,47,5,0,4
44636,132.0,2219,47,5,1,4
44637,132.0,2353,47,5,0,4
44638,132.0,2340,47,5,1,4
44639,132.0,2284,47,5,0,4
44641,132.0,2271,47,5,1,4
44645,77.0,1530,47,0,0,4
44646,77.0,1505,47,0,1,4
44647,77.0,1499,47,0,1,4
44648,103.0,1560,47,0,0,4
44649,103.0,1532,47,0,1,4
44650,103.0,1637,47,0,1,4
44651,130.0,1559,47,0,0,4
44652,130.0,1534,47,0,1,4
44653,130.0,1650,47,0,0,4
44656,77.0,1547,47,1,1,4
44657,77.0,1543,47,1,1,4
44658,103.0,1601,47,1,0,4
44659,103.0,1571,47,1,1,4
44660,103.0,1609,47,1,1,4
44661,103.0,1656,47,1,1,4
44662,103.0,1706,47,1,1,4
44663,130.0,1580,47,1,0,4
44664,130.0,1558,47,1,1,4
44665,130.0,1672,47,1,0,4
44666,130.0,1726,47,1,0,4
44668,100.0,1557,47,2,1,4
44669,103.0,1571,47,2,0,4
44670,130.0,1590,47,2,0,4
44671,130.0,1573,47,2,1,4
44672,130.0,1691,47,2,0,4
44676,176.0,2315,47,0,0,2
44677,176.0,2233,47,0,0,2
44679,66.0,1179,47,0,0,1
44680,66.0,1165,47,0,1,1
44681,66.0,1157,47,0,1,1
44682,77.0,1165,47,0,1,1
44685,55.0,1150,47,0,1,1
44686,55.0,1132,47,0,1,1
44699,130.0,1393,47,4,0,4
44700,130.0,1374,47,4,1,4
44701,103.0,1395,47,4,0,4
44702,103.0,1379,47,4,1,4
44703,103.0,1803,47,7,0,5
44704,103.0,1774,47,7,1,5
44705,103.0,1891,47,7,1,5
44706,85.0,1772,47,7,1,5
44707,130.0,1804,47,7,0,5
44708,130.0,1800,47,7,1,5
44712,103.0,1541,47,9,1,4
44713,103.0,1664,47,9,0,4
44714,103.0,1654,47,9,1,4
44715,81.0,1543,47,9,1,4
44716,130.0,1688,47,9,0,4
44717,130.0,1678,47,9,1,4
44719,150.0,2153,47,9,0,2
44720,250.0,2297,47,9,0,2
44721,180.0,2152,47,9,0,2
44722,180.0,2203,47,9,0,2
44724,66.0,1539,47,9,1,2
44725,77.0,1557,47,9,0,2
44726,77.0,1556,47,9,0,2
44727,77.0,1539,47,9,1,2
44728,77.0,1539,47,9,1,2
44729,77.0,1544,47,9,1,2
44731,103.0,1583,47,9,0,2
44732,103.0,1603,47,9,0,2
44733,103.0,1560,47,9,1,2
44734,103.0,1582,47,9,1,2
44735,130.0,1639,47,9,0,2
44744,100.0,1569,48,0,0,5
44745,100.0,1545,48,0,1,5
44751,158.0,1580,48,0,0,5
44752,158.0,1641,48,0,0,5
44753,158.0,1569,48,0,1,5
44754,84.0,1488,48,0,1,5
44755,84.0,1505,48,0,0,5
44756,120.0,1569,48,0,0,5
44757,120.0,1545,48,0,1,5
44760,158.0,1645,48,0,0,2
44761,158.0,1706,48,0,0,2
44762,120.0,1636,48,0,0,2
44764,100.0,1631,48,0,0,2
44765,100.0,1605,48,0,1,2
44769,158.0,1640,48,0,0,2
44770,158.0,1701,48,0,0,2
44771,158.0,1635,48,0,1,2
44772,120.0,1631,48,0,0,2
44773,120.0,1605,48,0,1,2
44780,110.0,1498,48,1,0,4
44781,110.0,1477,48,1,1,4
44782,130.0,1498,48,1,0,4
44783,130.0,1477,48,1,1,4
44785,84.0,1366,48,1,1,4
44786,84.0,1424,48,1,0,4
44789,84.0,1366,48,1,1,4
44790,84.0,1424,48,1,0,4
44796,110.0,1504,48,1,0,4
44797,110.0,1484,48,1,1,4
44798,130.0,1504,48,1,0,4
44799,130.0,1484,48,1,1,4
44802,84.0,1387,48,1,1,4
44803,84.0,1433,48,1,0,4
44804,100.0,1613,48,1,0,5
44805,100.0,1590,48,1,1,5
44811,158.0,1631,48,1,0,5
44812,158.0,1691,48,1,0,5
44813,158.0,1606,48,1,1,5
44814,84.0,1535,48,1,1,5
44815,84.0,1556,48,1,0,5
44816,120.0,1701,48,1,0,5
44817,120.0,1613,48,1,0,5
44818,120.0,1590,48,1,1,5
44821,100.0,1690,48,1,0,5
44822,100.0,1671,48,1,1,5
44826,158.0,1698,48,1,0,5
44827,158.0,1761,48,1,0,5
44828,158.0,1687,48,1,1,5
44829,120.0,1761,48,1,0,5
44830,120.0,1690,48,1,0,5
44831,120.0,1671,48,1,1,5
44833,100.0,1725,48,9,0,5
44834,100.0,1716,48,9,1,5
44836,158.0,1793,48,9,0,5
44837,158.0,1783,48,9,1,5
44838,120.0,1792,48,9,0,5
44839,120.0,1776,48,9,1,5
44840,120.0,1725,48,9,0,5
44841,120.0,1716,48,9,1,5
44843,158.0,1798,48,1,0,5
44844,158.0,1788,48,1,1,5
44845,120.0,1799,48,1,0,5
44846,120.0,1786,48,1,1,5
44847,120.0,1726,48,1,0,5
44848,120.0,1706,48,1,1,5
