,Marque,Carburant,puiss_max,CO2,masse_ordma_min,Carrosserie,boite,gamme2,Cat_CO2
7621,MERCEDES-BENZ,GH,150.0,116.0,1955,BREAK,A,LUXE,B
7622,MERCEDES-BENZ,GH,150.0,119.0,1955,BREAK,A,LUXE,B
7629,MERCEDES-BENZ,GO,170.0,166.0,1935,BREAK,A,LUXE,E
7630,MERCEDES-BENZ,GO,170.0,169.0,1935,BREAK,A,LUXE,E
7639,MERCEDES-BENZ,ES,185.0,165.0,1845,BREAK,A,LUXE,E
7641,MERCEDES-BENZ,ES,185.0,168.0,1845,BREAK,A,LUXE,E
7643,MERCEDES-BENZ,ES,185.0,169.0,1845,BREAK,A,LUXE,E
7667,MERCEDES-BENZ,ES,185.0,184.0,1925,BREAK,A,LUXE,E
7669,MERCEDES-BENZ,ES,185.0,186.0,1925,BREAK,A,LUXE,E
7687,MERCEDES-BENZ,GO,170.0,152.0,1955,BREAK,A,LUXE,D
7688,MERCEDES-BENZ,GO,170.0,155.0,1955,BREAK,A,LUXE,D
7689,MERCEDES-BENZ,GO,170.0,162.0,1955,BREAK,A,LUXE,E
7690,MERCEDES-BENZ,GO,170.0,156.0,1955,BREAK,A,LUXE,D
7699,MERCEDES-BENZ,GO,185.0,143.0,1805,BERLINE,A,LUXE,D
7700,MERCEDES-BENZ,GO,185.0,149.0,1805,BERLINE,A,LUXE,D
7701,MERCEDES-BENZ,GO,185.0,150.0,1805,BERLINE,A,LUXE,D
7713,MERCEDES-BENZ,ES,225.0,164.0,1660,COUPE,A,LUXE,E
7714,MERCEDES-BENZ,ES,225.0,166.0,1660,COUPE,A,LUXE,E
7717,MERCEDES-BENZ,ES,225.0,167.0,1660,COUPE,A,LUXE,E
7725,MERCEDES-BENZ,ES,225.0,160.0,1685,COUPE,A,LUXE,D
7726,MERCEDES-BENZ,ES,225.0,164.0,1685,COUPE,A,LUXE,E
7727,MERCEDES-BENZ,ES,225.0,166.0,1685,COUPE,A,LUXE,E
7739,MERCEDES-BENZ,GO,185.0,149.0,1935,BERLINE,A,LUXE,D
7740,MERCEDES-BENZ,GO,185.0,154.0,1935,BERLINE,A,LUXE,D
7741,MERCEDES-BENZ,GO,185.0,156.0,1935,BERLINE,A,LUXE,D
7753,MERCEDES-BENZ,ES,225.0,168.0,1785,CABRIOLET,A,LUXE,E
7754,MERCEDES-BENZ,ES,225.0,173.0,1785,CABRIOLET,A,LUXE,E
7756,MERCEDES-BENZ,ES,225.0,175.0,1785,CABRIOLET,A,LUXE,E
7763,MERCEDES-BENZ,ES,225.0,169.0,1805,CABRIOLET,A,LUXE,E
7764,MERCEDES-BENZ,ES,225.0,175.0,1805,CABRIOLET,A,LUXE,E
7777,MERCEDES-BENZ,GO,195.0,173.0,1900,BERLINE,A,LUXE,E
7778,MERCEDES-BENZ,GO,195.0,175.0,1900,BERLINE,A,LUXE,E
7785,MERCEDES-BENZ,GO,195.0,156.0,1845,BERLINE,A,LUXE,D
7786,MERCEDES-BENZ,GO,195.0,159.0,1845,BERLINE,A,LUXE,D
7809,MERCEDES-BENZ,GO,155.0,180.0,1845,BERLINE,A,LUXE,E
7810,MERCEDES-BENZ,GO,155.0,184.0,1845,BERLINE,A,LUXE,E
7813,MERCEDES-BENZ,GO,155.0,188.0,1845,BERLINE,A,LUXE,E
7849,MERCEDES-BENZ,GO,185.0,144.0,1885,BERLINE,A,LUXE,D
7850,MERCEDES-BENZ,GO,185.0,149.0,1885,BERLINE,A,LUXE,D
7851,MERCEDES-BENZ,GO,185.0,157.0,1885,BERLINE,A,LUXE,D
7873,MERCEDES-BENZ,GO,185.0,160.0,1955,BERLINE,A,LUXE,D
7874,MERCEDES-BENZ,GO,185.0,169.0,1955,BERLINE,A,LUXE,E
7888,MERCEDES-BENZ,ES,225.0,164.0,1735,BERLINE,A,LUXE,E
7985,MERCEDES-BENZ,ES,225.0,174.0,1825,BERLINE,A,LUXE,E
7987,MERCEDES-BENZ,ES,225.0,176.0,1825,BERLINE,A,LUXE,E
8033,MERCEDES-BENZ,GO,195.0,187.0,2010,BERLINE,A,LUXE,E
8034,MERCEDES-BENZ,GO,195.0,189.0,2010,BERLINE,A,LUXE,E
8043,MERCEDES-BENZ,GO,195.0,166.0,1955,BREAK,A,LUXE,E
8044,MERCEDES-BENZ,GO,195.0,169.0,1955,BREAK,A,LUXE,E
8063,MERCEDES-BENZ,GO,155.0,191.0,1955,BREAK,A,LUXE,E
8069,MERCEDES-BENZ,GO,155.0,189.0,1955,BREAK,A,LUXE,E
8071,MERCEDES-BENZ,GO,155.0,190.0,1955,BREAK,A,LUXE,E
8085,MERCEDES-BENZ,GO,185.0,152.0,1955,BREAK,A,LUXE,D
8086,MERCEDES-BENZ,GO,185.0,155.0,1955,BREAK,A,LUXE,D
8087,MERCEDES-BENZ,GO,185.0,162.0,1955,BREAK,A,LUXE,E
8099,MERCEDES-BENZ,GO,185.0,170.0,2035,BREAK,A,LUXE,E
8100,MERCEDES-BENZ,GO,185.0,173.0,2035,BREAK,A,LUXE,E
8105,MERCEDES-BENZ,ES,225.0,165.0,1845,BREAK,A,LUXE,E
8106,MERCEDES-BENZ,ES,225.0,168.0,1845,BREAK,A,LUXE,E
8108,MERCEDES-BENZ,ES,225.0,169.0,1845,BREAK,A,LUXE,E
8187,MERCEDES-BENZ,ES,225.0,184.0,1925,BREAK,A,LUXE,E
8189,MERCEDES-BENZ,ES,225.0,186.0,1925,BREAK,A,LUXE,E
8227,MERCEDES-BENZ,ES,245.0,172.0,1725,COUPE,A,LUXE,E
8228,MERCEDES-BENZ,ES,245.0,176.0,1725,COUPE,A,LUXE,E
8229,MERCEDES-BENZ,ES,245.0,177.0,1725,COUPE,A,LUXE,E
8241,MERCEDES-BENZ,ES,245.0,178.0,1845,CABRIOLET,A,LUXE,E
8242,MERCEDES-BENZ,ES,245.0,185.0,1845,CABRIOLET,A,LUXE,E
8255,MERCEDES-BENZ,ES,245.0,175.0,1785,BERLINE,A,LUXE,E
8256,MERCEDES-BENZ,ES,245.0,185.0,1785,BERLINE,A,LUXE,E
8267,MERCEDES-BENZ,ES,245.0,189.0,1845,BERLINE,A,LUXE,E
8268,MERCEDES-BENZ,ES,245.0,199.0,1845,BERLINE,A,LUXE,E
8279,MERCEDES-BENZ,ES,245.0,183.0,1885,BREAK,A,LUXE,E
8280,MERCEDES-BENZ,ES,245.0,184.0,1885,BREAK,A,LUXE,E
8289,MERCEDES-BENZ,ES,245.0,197.0,1935,BREAK,A,LUXE,E
8290,MERCEDES-BENZ,ES,245.0,205.0,1935,BREAK,A,LUXE,F
8299,MERCEDES-BENZ,ES,300.0,209.0,1795,COUPE,A,LUXE,F
8301,MERCEDES-BENZ,ES,300.0,209.0,1815,COUPE,A,LUXE,F
8303,MERCEDES-BENZ,ES,300.0,213.0,1920,CABRIOLET,A,LUXE,F
8307,MERCEDES-BENZ,ES,300.0,213.0,1945,CABRIOLET,A,LUXE,F
8311,MERCEDES-BENZ,ES,300.0,209.0,1940,BERLINE,A,LUXE,F
8327,MERCEDES-BENZ,ES,300.0,209.0,1925,BERLINE,A,LUXE,F
8335,MERCEDES-BENZ,ES,300.0,219.0,1985,BERLINE,A,LUXE,F
8347,MERCEDES-BENZ,ES,300.0,216.0,2030,BREAK,A,LUXE,F
8355,MERCEDES-BENZ,ES,300.0,216.0,1985,BREAK,A,LUXE,F
8359,MERCEDES-BENZ,ES,300.0,222.0,2075,BREAK,A,LUXE,F
8365,MERCEDES-BENZ,ES,386.0,230.0,1840,BERLINE,A,LUXE,F
8381,MERCEDES-BENZ,ES,410.0,230.0,1840,BERLINE,A,LUXE,F
8397,MERCEDES-BENZ,ES,410.0,230.0,1845,BERLINE,A,LUXE,F
8409,MERCEDES-BENZ,ES,410.0,242.0,1920,BERLINE,A,LUXE,F
8413,MERCEDES-BENZ,ES,386.0,234.0,1945,BREAK,A,LUXE,F
8421,MERCEDES-BENZ,ES,410.0,234.0,1945,BREAK,A,LUXE,F
8429,MERCEDES-BENZ,ES,410.0,246.0,2025,BREAK,A,LUXE,F
8431,MERCEDES-BENZ,ES,430.0,246.0,2045,BREAK,A,LUXE,F
8433,MERCEDES-BENZ,GO,155.0,295.0,2370,TS TERRAINS/CHEMINS,A,LUXE,G
8435,MERCEDES-BENZ,GO,155.0,295.0,2350,TS TERRAINS/CHEMINS,A,LUXE,G
8436,MERCEDES-BENZ,GO,155.0,295.0,2580,TS TERRAINS/CHEMINS,A,LUXE,G
8437,MERCEDES-BENZ,GO,155.0,295.0,2570,TS TERRAINS/CHEMINS,A,LUXE,G
8442,MERCEDES-BENZ,ES,285.0,348.0,2315,TS TERRAINS/CHEMINS,A,LUXE,G
8444,MERCEDES-BENZ,ES,285.0,348.0,2300,TS TERRAINS/CHEMINS,A,LUXE,G
8445,MERCEDES-BENZ,ES,285.0,348.0,2380,TS TERRAINS/CHEMINS,A,LUXE,G
8447,MERCEDES-BENZ,ES,285.0,348.0,2450,TS TERRAINS/CHEMINS,A,LUXE,G
8448,MERCEDES-BENZ,ES,285.0,348.0,2530,TS TERRAINS/CHEMINS,A,LUXE,G
8453,MERCEDES-BENZ,ES,400.0,322.0,2550,TS TERRAINS/CHEMINS,A,LUXE,G
8457,MERCEDES-BENZ,ES,450.0,397.0,2580,TS TERRAINS/CHEMINS,A,LUXE,G
8459,MERCEDES-BENZ,GO,190.0,192.0,2455,TS TERRAINS/CHEMINS,A,LUXE,E
8461,MERCEDES-BENZ,GO,190.0,199.0,2455,TS TERRAINS/CHEMINS,A,LUXE,E
8463,MERCEDES-BENZ,GO,190.0,209.0,2455,TS TERRAINS/CHEMINS,A,LUXE,F
8479,MERCEDES-BENZ,ES,320.0,262.0,2445,TS TERRAINS/CHEMINS,A,LUXE,G
8481,MERCEDES-BENZ,ES,320.0,269.0,2445,TS TERRAINS/CHEMINS,A,LUXE,G
8487,MERCEDES-BENZ,ES,410.0,288.0,2580,TS TERRAINS/CHEMINS,A,LUXE,G
8489,MERCEDES-BENZ,GO,125.0,159.0,1925,TS TERRAINS/CHEMINS,A,LUXE,D
8491,MERCEDES-BENZ,GO,125.0,162.0,1925,TS TERRAINS/CHEMINS,A,LUXE,E
8493,MERCEDES-BENZ,GO,125.0,164.0,1925,TS TERRAINS/CHEMINS,A,LUXE,E
8495,MERCEDES-BENZ,GO,125.0,165.0,1925,TS TERRAINS/CHEMINS,A,LUXE,E
8497,MERCEDES-BENZ,GO,125.0,169.0,1925,TS TERRAINS/CHEMINS,A,LUXE,E
8509,MERCEDES-BENZ,GO,105.0,143.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8510,MERCEDES-BENZ,GO,105.0,145.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8512,MERCEDES-BENZ,GO,105.0,146.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8513,MERCEDES-BENZ,GO,105.0,147.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8519,MERCEDES-BENZ,GO,105.0,145.0,1845,TS TERRAINS/CHEMINS,A,LUXE,D
8520,MERCEDES-BENZ,GO,105.0,147.0,1845,TS TERRAINS/CHEMINS,A,LUXE,D
8521,MERCEDES-BENZ,GO,105.0,149.0,1845,TS TERRAINS/CHEMINS,A,LUXE,D
8522,MERCEDES-BENZ,GO,105.0,156.0,1845,TS TERRAINS/CHEMINS,A,LUXE,D
8527,MERCEDES-BENZ,GO,125.0,149.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8528,MERCEDES-BENZ,GO,125.0,143.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8530,MERCEDES-BENZ,GO,125.0,151.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8531,MERCEDES-BENZ,GO,125.0,145.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8533,MERCEDES-BENZ,GO,125.0,152.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8536,MERCEDES-BENZ,GO,125.0,159.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8537,MERCEDES-BENZ,GO,125.0,146.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8539,MERCEDES-BENZ,GO,125.0,147.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8551,MERCEDES-BENZ,GO,125.0,145.0,1845,TS TERRAINS/CHEMINS,A,LUXE,D
8552,MERCEDES-BENZ,GO,125.0,147.0,1845,TS TERRAINS/CHEMINS,A,LUXE,D
8553,MERCEDES-BENZ,GO,125.0,149.0,1845,TS TERRAINS/CHEMINS,A,LUXE,D
8554,MERCEDES-BENZ,GO,125.0,156.0,1845,TS TERRAINS/CHEMINS,A,LUXE,D
8571,MERCEDES-BENZ,GO,125.0,159.0,1880,TS TERRAINS/CHEMINS,A,LUXE,D
8572,MERCEDES-BENZ,GO,125.0,161.0,1880,TS TERRAINS/CHEMINS,A,LUXE,E
8573,MERCEDES-BENZ,GO,125.0,162.0,1880,TS TERRAINS/CHEMINS,A,LUXE,E
8574,MERCEDES-BENZ,GO,125.0,168.0,1880,TS TERRAINS/CHEMINS,A,LUXE,E
8591,MERCEDES-BENZ,GO,105.0,149.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8593,MERCEDES-BENZ,GO,105.0,151.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8595,MERCEDES-BENZ,GO,105.0,152.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8597,MERCEDES-BENZ,GO,105.0,159.0,1825,TS TERRAINS/CHEMINS,M,LUXE,D
8617,MERCEDES-BENZ,GO,150.0,159.0,1925,TS TERRAINS/CHEMINS,A,LUXE,D
8619,MERCEDES-BENZ,GO,150.0,162.0,1925,TS TERRAINS/CHEMINS,A,LUXE,E
8621,MERCEDES-BENZ,GO,150.0,164.0,1925,TS TERRAINS/CHEMINS,A,LUXE,E
8623,MERCEDES-BENZ,GO,150.0,165.0,1925,TS TERRAINS/CHEMINS,A,LUXE,E
8625,MERCEDES-BENZ,GO,150.0,169.0,1925,TS TERRAINS/CHEMINS,A,LUXE,E
8637,MERCEDES-BENZ,ES,155.0,176.0,1825,TS TERRAINS/CHEMINS,A,LUXE,E
8638,MERCEDES-BENZ,ES,155.0,177.0,1825,TS TERRAINS/CHEMINS,A,LUXE,E
8639,MERCEDES-BENZ,ES,155.0,179.0,1825,TS TERRAINS/CHEMINS,A,LUXE,E
8640,MERCEDES-BENZ,ES,155.0,180.0,1825,TS TERRAINS/CHEMINS,A,LUXE,E
8645,MERCEDES-BENZ,GO,195.0,179.0,1925,TS TERRAINS/CHEMINS,A,LUXE,E
8647,MERCEDES-BENZ,GO,195.0,181.0,1925,TS TERRAINS/CHEMINS,A,LUXE,E
8649,MERCEDES-BENZ,GO,195.0,182.0,1925,TS TERRAINS/CHEMINS,A,LUXE,E
8651,MERCEDES-BENZ,GO,195.0,183.0,1925,TS TERRAINS/CHEMINS,A,LUXE,E
8653,MERCEDES-BENZ,GO,195.0,185.0,1925,TS TERRAINS/CHEMINS,A,LUXE,E
8665,MERCEDES-BENZ,ES,225.0,194.0,1845,TS TERRAINS/CHEMINS,A,LUXE,E
8666,MERCEDES-BENZ,ES,225.0,196.0,1845,TS TERRAINS/CHEMINS,A,LUXE,E
8667,MERCEDES-BENZ,ES,225.0,198.0,1845,TS TERRAINS/CHEMINS,A,LUXE,E
8668,MERCEDES-BENZ,ES,225.0,203.0,1845,TS TERRAINS/CHEMINS,A,LUXE,F
8669,MERCEDES-BENZ,ES,225.0,189.0,1845,TS TERRAINS/CHEMINS,A,LUXE,E
8671,MERCEDES-BENZ,ES,225.0,192.0,1845,TS TERRAINS/CHEMINS,A,LUXE,E
8677,MERCEDES-BENZ,ES,225.0,199.0,1845,TS TERRAINS/CHEMINS,A,LUXE,E
8689,MERCEDES-BENZ,GO,150.0,158.0,2160,TS TERRAINS/CHEMINS,A,LUXE,D
8693,MERCEDES-BENZ,GO,150.0,165.0,2160,TS TERRAINS/CHEMINS,A,LUXE,E
8697,MERCEDES-BENZ,GO,150.0,170.0,2160,TS TERRAINS/CHEMINS,A,LUXE,E
8769,MERCEDES-BENZ,GO,150.0,158.0,2150,TS TERRAINS/CHEMINS,A,LUXE,D
8773,MERCEDES-BENZ,GO,150.0,165.0,2150,TS TERRAINS/CHEMINS,A,LUXE,E
8777,MERCEDES-BENZ,GO,150.0,170.0,2150,TS TERRAINS/CHEMINS,A,LUXE,E
8834,MERCEDES-BENZ,GO,190.0,179.0,2175,TS TERRAINS/CHEMINS,A,LUXE,E
8837,MERCEDES-BENZ,GO,190.0,189.0,2175,TS TERRAINS/CHEMINS,A,LUXE,E
8840,MERCEDES-BENZ,GO,190.0,194.0,2175,TS TERRAINS/CHEMINS,A,LUXE,E
8894,MERCEDES-BENZ,ES,225.0,199.0,2130,TS TERRAINS/CHEMINS,A,LUXE,E
8897,MERCEDES-BENZ,ES,225.0,206.0,2130,TS TERRAINS/CHEMINS,A,LUXE,F
8942,MERCEDES-BENZ,ES,300.0,258.0,2235,TS TERRAINS/CHEMINS,A,LUXE,G
8944,MERCEDES-BENZ,ES,300.0,269.0,2235,TS TERRAINS/CHEMINS,A,LUXE,G
8950,MERCEDES-BENZ,ES,386.0,276.0,2345,TS TERRAINS/CHEMINS,A,LUXE,G
8954,MERCEDES-BENZ,ES,410.0,276.0,2345,TS TERRAINS/CHEMINS,A,LUXE,G
8958,MERCEDES-BENZ,GO,140.0,199.0,2185,BREAK,A,LUXE,E
8959,MERCEDES-BENZ,GO,140.0,206.0,2185,BREAK,A,LUXE,F
8974,MERCEDES-BENZ,GO,140.0,208.0,2240,BREAK,A,LUXE,F
8976,MERCEDES-BENZ,GO,140.0,201.0,2240,BREAK,A,LUXE,F
9000,MERCEDES-BENZ,ES,225.0,233.0,2180,BREAK,A,LUXE,F
9006,MERCEDES-BENZ,ES,225.0,235.0,2225,BREAK,A,LUXE,F
9016,MERCEDES-BENZ,GO,195.0,223.0,2295,BREAK,A,LUXE,F
9022,MERCEDES-BENZ,GO,195.0,223.0,2310,BREAK,A,LUXE,F
9040,MERCEDES-BENZ,GO,195.0,223.0,2330,BREAK,A,LUXE,F
9048,MERCEDES-BENZ,ES,225.0,235.0,2235,BREAK,A,LUXE,F
9054,MERCEDES-BENZ,ES,225.0,235.0,2270,BREAK,A,LUXE,F
9064,MERCEDES-BENZ,ES,285.0,306.0,2265,BREAK,A,LUXE,G
9066,MERCEDES-BENZ,ES,285.0,311.0,2265,BREAK,A,LUXE,G
9070,MERCEDES-BENZ,ES,285.0,306.0,2255,BREAK,A,LUXE,G
9072,MERCEDES-BENZ,ES,285.0,311.0,2255,BREAK,A,LUXE,G
9088,MERCEDES-BENZ,ES,285.0,306.0,2325,BREAK,A,LUXE,G
9090,MERCEDES-BENZ,ES,285.0,311.0,2325,BREAK,A,LUXE,G
9100,MERCEDES-BENZ,GO,150.0,149.0,1970,BERLINE,A,LUXE,D
9101,MERCEDES-BENZ,GO,150.0,146.0,1970,BERLINE,A,LUXE,D
9102,MERCEDES-BENZ,GO,150.0,150.0,1970,BERLINE,A,LUXE,D
9103,MERCEDES-BENZ,GO,150.0,151.0,1970,BERLINE,A,LUXE,D
9108,MERCEDES-BENZ,GO,150.0,149.0,2045,BERLINE,A,LUXE,D
9109,MERCEDES-BENZ,GO,150.0,146.0,2045,BERLINE,A,LUXE,D
9110,MERCEDES-BENZ,GO,150.0,150.0,2045,BERLINE,A,LUXE,D
9111,MERCEDES-BENZ,GO,150.0,151.0,2045,BERLINE,A,LUXE,D
9124,MERCEDES-BENZ,GO,190.0,193.0,2065,BERLINE,A,LUXE,E
9125,MERCEDES-BENZ,GO,190.0,195.0,2065,BERLINE,A,LUXE,E
9128,MERCEDES-BENZ,GO,190.0,164.0,2005,BERLINE,A,LUXE,E
9130,MERCEDES-BENZ,GO,190.0,166.0,2005,BERLINE,A,LUXE,E
9132,MERCEDES-BENZ,GO,190.0,168.0,2005,BERLINE,A,LUXE,E
9140,MERCEDES-BENZ,ES,225.0,177.0,1910,BERLINE,A,LUXE,E
9141,MERCEDES-BENZ,ES,225.0,180.0,1910,BERLINE,A,LUXE,E
9142,MERCEDES-BENZ,ES,225.0,184.0,1910,BERLINE,A,LUXE,E
9146,MERCEDES-BENZ,ES,225.0,189.0,1980,BERLINE,A,LUXE,E
9147,MERCEDES-BENZ,ES,225.0,193.0,1980,BERLINE,A,LUXE,E
9150,MERCEDES-BENZ,GO,190.0,193.0,2130,BERLINE,A,LUXE,E
9151,MERCEDES-BENZ,GO,190.0,195.0,2130,BERLINE,A,LUXE,E
9158,MERCEDES-BENZ,GO,190.0,164.0,2070,BERLINE,A,LUXE,E
9160,MERCEDES-BENZ,GO,190.0,166.0,2070,BERLINE,A,LUXE,E
9162,MERCEDES-BENZ,GO,190.0,168.0,2070,BERLINE,A,LUXE,E
9182,MERCEDES-BENZ,ES,225.0,179.0,1975,BERLINE,A,LUXE,E
9183,MERCEDES-BENZ,ES,225.0,182.0,1975,BERLINE,A,LUXE,E
9184,MERCEDES-BENZ,ES,225.0,186.0,1975,BERLINE,A,LUXE,E
9194,MERCEDES-BENZ,ES,225.0,189.0,2045,BERLINE,A,LUXE,E
9195,MERCEDES-BENZ,ES,225.0,193.0,2045,BERLINE,A,LUXE,E
9202,MERCEDES-BENZ,GO,190.0,146.0,1955,BERLINE,A,LUXE,D
9203,MERCEDES-BENZ,GO,190.0,151.0,1955,BERLINE,A,LUXE,D
9204,MERCEDES-BENZ,GO,190.0,153.0,1955,BERLINE,A,LUXE,D
9205,MERCEDES-BENZ,GO,190.0,155.0,1955,BERLINE,A,LUXE,D
9218,MERCEDES-BENZ,GO,190.0,148.0,1975,BERLINE,A,LUXE,D
9219,MERCEDES-BENZ,GO,190.0,154.0,1975,BERLINE,A,LUXE,D
9220,MERCEDES-BENZ,GO,190.0,156.0,1975,BERLINE,A,LUXE,D
9221,MERCEDES-BENZ,GO,190.0,158.0,1975,BERLINE,A,LUXE,D
9250,MERCEDES-BENZ,EH,205.0,186.0,1955,BERLINE,A,LUXE,E
9252,MERCEDES-BENZ,EH,205.0,188.0,1955,BERLINE,A,LUXE,E
9254,MERCEDES-BENZ,EH,205.0,189.0,1955,BERLINE,A,LUXE,E
9262,MERCEDES-BENZ,EH,205.0,188.0,2020,BERLINE,A,LUXE,E
9264,MERCEDES-BENZ,EH,205.0,190.0,2020,BERLINE,A,LUXE,E
9266,MERCEDES-BENZ,EH,205.0,191.0,2020,BERLINE,A,LUXE,E
9286,MERCEDES-BENZ,EH,225.0,147.0,1925,BERLINE,A,LUXE,D
9287,MERCEDES-BENZ,EH,225.0,153.0,1925,BERLINE,A,LUXE,D
9288,MERCEDES-BENZ,EH,225.0,156.0,1925,BERLINE,A,LUXE,D
9289,MERCEDES-BENZ,EH,225.0,159.0,1925,BERLINE,A,LUXE,D
9302,MERCEDES-BENZ,EH,225.0,147.0,1945,BERLINE,A,LUXE,D
9303,MERCEDES-BENZ,EH,225.0,153.0,1945,BERLINE,A,LUXE,D
9304,MERCEDES-BENZ,EH,225.0,156.0,1945,BERLINE,A,LUXE,D
9305,MERCEDES-BENZ,EH,225.0,159.0,1945,BERLINE,A,LUXE,D
9334,MERCEDES-BENZ,ES,320.0,219.0,2010,BERLINE,A,LUXE,F
9335,MERCEDES-BENZ,ES,320.0,221.0,2010,BERLINE,A,LUXE,F
9336,MERCEDES-BENZ,ES,320.0,224.0,2010,BERLINE,A,LUXE,F
9340,MERCEDES-BENZ,ES,320.0,228.0,2075,BERLINE,A,LUXE,F
9341,MERCEDES-BENZ,ES,320.0,229.0,2075,BERLINE,A,LUXE,F
9344,MERCEDES-BENZ,ES,320.0,219.0,2075,BERLINE,A,LUXE,F
9345,MERCEDES-BENZ,ES,320.0,221.0,2075,BERLINE,A,LUXE,F
9346,MERCEDES-BENZ,ES,320.0,224.0,2075,BERLINE,A,LUXE,F
9356,MERCEDES-BENZ,ES,320.0,230.0,2140,BERLINE,A,LUXE,F
9357,MERCEDES-BENZ,ES,320.0,231.0,2140,BERLINE,A,LUXE,F
9364,MERCEDES-BENZ,ES,335.0,199.0,1995,BERLINE,A,LUXE,E
9365,MERCEDES-BENZ,ES,335.0,207.0,1995,BERLINE,A,LUXE,F
9366,MERCEDES-BENZ,ES,335.0,210.0,1995,BERLINE,A,LUXE,F
9367,MERCEDES-BENZ,ES,335.0,213.0,1995,BERLINE,A,LUXE,F
9376,MERCEDES-BENZ,ES,335.0,199.0,2015,BERLINE,A,LUXE,E
9377,MERCEDES-BENZ,ES,335.0,207.0,2015,BERLINE,A,LUXE,F
9378,MERCEDES-BENZ,ES,335.0,210.0,2015,BERLINE,A,LUXE,F
9379,MERCEDES-BENZ,ES,335.0,213.0,2015,BERLINE,A,LUXE,F
9400,MERCEDES-BENZ,ES,380.0,329.0,2210,BERLINE,A,LUXE,G
9402,MERCEDES-BENZ,ES,380.0,332.0,2210,BERLINE,A,LUXE,G
9416,MERCEDES-BENZ,ES,400.0,244.0,2120,BERLINE,A,LUXE,F
9418,MERCEDES-BENZ,ES,420.0,244.0,2120,BERLINE,A,LUXE,F
9420,MERCEDES-BENZ,ES,400.0,244.0,2170,BERLINE,A,LUXE,F
9424,MERCEDES-BENZ,ES,420.0,244.0,2170,BERLINE,A,LUXE,F
9428,MERCEDES-BENZ,ES,463.0,334.0,2275,BERLINE,A,LUXE,G
9436,MERCEDES-BENZ,ES,225.0,159.0,1685,CABRIOLET,A,LUXE,D
9438,MERCEDES-BENZ,ES,225.0,169.0,1685,CABRIOLET,A,LUXE,E
9440,MERCEDES-BENZ,ES,225.0,176.0,1685,CABRIOLET,A,LUXE,E
9456,MERCEDES-BENZ,ES,320.0,212.0,1785,CABRIOLET,A,LUXE,F
9458,MERCEDES-BENZ,ES,320.0,214.0,1785,CABRIOLET,A,LUXE,F
9464,MERCEDES-BENZ,ES,395.0,231.0,1845,CABRIOLET,A,LUXE,F
9466,MERCEDES-BENZ,ES,415.0,231.0,1845,CABRIOLET,A,LUXE,F
9468,MERCEDES-BENZ,ES,463.0,270.0,1950,CABRIOLET,A,LUXE,G
9470,MERCEDES-BENZ,ES,135.0,149.0,1435,CABRIOLET,M,SUPERIEURE,D
9471,MERCEDES-BENZ,ES,135.0,154.0,1435,CABRIOLET,M,SUPERIEURE,D
9472,MERCEDES-BENZ,ES,135.0,158.0,1435,CABRIOLET,M,SUPERIEURE,D
9478,MERCEDES-BENZ,ES,135.0,142.0,1470,CABRIOLET,A,SUPERIEURE,D
9479,MERCEDES-BENZ,ES,135.0,147.0,1470,CABRIOLET,A,SUPERIEURE,D
9480,MERCEDES-BENZ,ES,135.0,151.0,1470,CABRIOLET,A,SUPERIEURE,D
9486,MERCEDES-BENZ,GO,150.0,124.0,1570,CABRIOLET,M,SUPERIEURE,C
9490,MERCEDES-BENZ,GO,150.0,129.0,1570,CABRIOLET,M,SUPERIEURE,C
9502,MERCEDES-BENZ,GO,150.0,128.0,1590,CABRIOLET,A,SUPERIEURE,C
9508,MERCEDES-BENZ,GO,150.0,132.0,1590,CABRIOLET,A,SUPERIEURE,C
9526,MERCEDES-BENZ,ES,150.0,160.0,1475,CABRIOLET,M,SUPERIEURE,D
9527,MERCEDES-BENZ,ES,150.0,169.0,1475,CABRIOLET,M,SUPERIEURE,E
9532,MERCEDES-BENZ,ES,150.0,144.0,1500,CABRIOLET,A,SUPERIEURE,D
9533,MERCEDES-BENZ,ES,150.0,153.0,1500,CABRIOLET,A,SUPERIEURE,D
9554,MERCEDES-BENZ,ES,225.0,167.0,1540,CABRIOLET,A,SUPERIEURE,E
9558,MERCEDES-BENZ,ES,310.0,195.0,1610,CABRIOLET,A,SUPERIEURE,E
