,Marque,Carburant,puiss_max,CO2,masse_ordma_min,Carrosserie,boite,gamme2,Cat_CO2
43144,SEAT,GO,103.0,143.0,1774,MONOSPACE,M,SUPERIEURE,D
43145,SEAT,GO,103.0,149.0,1851,MONOSPACE,A,SUPERIEURE,D
43146,SEAT,GO,103.0,146.0,1822,MONOSPACE,M,SUPERIEURE,D
43147,SEAT,GO,103.0,158.0,1891,MONOSPACE,M,SUPERIEURE,D
43148,SEAT,GO,103.0,162.0,1942,MONOSPACE,M,SUPERIEURE,E
43149,SEAT,GO,85.0,143.0,1772,MONOSPACE,M,SUPERIEURE,D
43150,SEAT,GO,85.0,146.0,1823,MONOSPACE,M,SUPERIEURE,D
43151,SEAT,GO,130.0,154.0,1804,MONOSPACE,A,SUPERIEURE,D
43152,SEAT,GO,130.0,152.0,1800,MONOSPACE,M,SUPERIEURE,D
43153,SEAT,GO,130.0,154.0,1855,MONOSPACE,A,SUPERIEURE,D
43154,SEAT,GO,130.0,152.0,1851,MONOSPACE,M,SUPERIEURE,D
43155,SEAT,ES,110.0,178.0,1742,MONOSPACE,A,SUPERIEURE,E
43156,SEAT,ES,110.0,167.0,1723,MONOSPACE,M,SUPERIEURE,E
43157,SEAT,ES,110.0,178.0,1790,MONOSPACE,A,SUPERIEURE,E
43158,SEAT,ES,110.0,167.0,1771,MONOSPACE,M,SUPERIEURE,E
43159,SEAT,GO,77.0,129.0,1505,MONOSPACE COMPACT,A,MOY-INFERIEURE,C
43160,SEAT,GO,77.0,119.0,1480,MONOSPACE COMPACT,M,MOY-INFERIEURE,B
43161,SEAT,ES,77.0,132.0,1395,MONOSPACE COMPACT,M,MOY-INFERIEURE,C
43162,SEAT,GO,103.0,129.0,1490,MONOSPACE COMPACT,M,MOY-INFERIEURE,C
43163,SEAT,GO,77.0,129.0,1475,MONOSPACE COMPACT,A,MOY-INFERIEURE,C
43164,SEAT,GO,77.0,119.0,1450,MONOSPACE COMPACT,M,MOY-INFERIEURE,B
43165,SEAT,ES,77.0,132.0,1360,MONOSPACE COMPACT,M,MOY-INFERIEURE,C
43166,SEAT,GO,103.0,129.0,1465,MONOSPACE COMPACT,M,MOY-INFERIEURE,C
43167,SEAT,GO,103.0,155.0,1615,MONOSPACE COMPACT,M,MOY-INFERIEURE,D
43168,SEAT,ES,88.0,169.0,1495,BERLINE,M,MOY-SUPERIEURE,E
43169,SEAT,ES,118.0,169.0,1495,BERLINE,M,MOY-SUPERIEURE,E
43170,SEAT,GO,125.0,142.0,1530,BERLINE,M,MOY-SUPERIEURE,D
43172,SEAT,GO,105.0,129.0,1505,BERLINE,M,MOY-SUPERIEURE,C
43173,SEAT,GO,105.0,117.0,1505,BERLINE,M,MOY-SUPERIEURE,B
43174,SEAT,GO,88.0,129.0,1505,BERLINE,M,MOY-SUPERIEURE,C
43175,SEAT,GO,88.0,117.0,1505,BERLINE,M,MOY-SUPERIEURE,B
43176,SEAT,ES,88.0,172.0,1555,BERLINE,M,MOY-SUPERIEURE,E
43177,SEAT,ES,118.0,172.0,1555,BERLINE,M,MOY-SUPERIEURE,E
43178,SEAT,GO,125.0,142.0,1590,BREAK,M,MOY-SUPERIEURE,D
43180,SEAT,GO,105.0,119.0,1565,BREAK,M,MOY-SUPERIEURE,B
43181,SEAT,GO,88.0,132.0,1565,BREAK,M,MOY-SUPERIEURE,C
43182,SEAT,GO,88.0,119.0,1565,BREAK,M,MOY-SUPERIEURE,B
43183,SEAT,GO,66.0,109.0,1170,BERLINE,M,INFERIEURE,B
43184,SEAT,GO,77.0,109.0,1170,BERLINE,M,INFERIEURE,B
43185,SEAT,ES,77.0,124.0,1115,BERLINE,A,INFERIEURE,C
43186,SEAT,ES,77.0,119.0,1090,BERLINE,M,INFERIEURE,B
43187,SEAT,ES,77.0,113.0,1095,BERLINE,M,INFERIEURE,B
43188,SEAT,GO,105.0,119.0,1245,BERLINE,M,INFERIEURE,B
43189,SEAT,GO,55.0,89.0,1150,BERLINE,M,INFERIEURE,A
43190,SEAT,GO,55.0,99.0,1135,BERLINE,M,INFERIEURE,A
43191,SEAT,ES,63.0,139.0,1075,BERLINE,M,INFERIEURE,C
43192,SEAT,ES,51.0,125.0,1049,BERLINE,M,INFERIEURE,C
43193,SEAT,ES,44.0,125.0,1049,BERLINE,M,INFERIEURE,C
43194,SEAT,ES,132.0,139.0,1259,BERLINE,A,INFERIEURE,C
43196,SEAT,ES,110.0,139.0,1254,BERLINE,A,INFERIEURE,C
43197,SEAT,GO,66.0,109.0,1225,BERLINE,M,INFERIEURE,B
43198,SEAT,GO,77.0,109.0,1225,BERLINE,M,INFERIEURE,B
43199,SEAT,ES,77.0,124.0,1165,BERLINE,A,INFERIEURE,C
43200,SEAT,ES,77.0,119.0,1145,BERLINE,M,INFERIEURE,B
43201,SEAT,ES,77.0,113.0,1150,BERLINE,M,INFERIEURE,B
43202,SEAT,GO,55.0,99.0,1190,BERLINE,M,INFERIEURE,A
43203,SEAT,GO,55.0,89.0,1205,BERLINE,M,INFERIEURE,A
43204,SEAT,ES,63.0,139.0,1130,BERLINE,M,INFERIEURE,C
43205,SEAT,ES,51.0,128.0,1110,BERLINE,M,INFERIEURE,C
43206,SEAT,ES,44.0,128.0,1110,BERLINE,M,INFERIEURE,C
43207,SEAT,ES,132.0,132.0,1327,BERLINE,A,MOY-INFERIEURE,C
43208,SEAT,ES,132.0,137.0,1310,BERLINE,M,MOY-INFERIEURE,C
43210,SEAT,ES,77.0,112.0,1235,BERLINE,A,MOY-INFERIEURE,B
43211,SEAT,ES,77.0,119.0,1199,BERLINE,M,MOY-INFERIEURE,B
43212,SEAT,ES,63.0,119.0,1188,BERLINE,M,MOY-INFERIEURE,B
43213,SEAT,GO,110.0,116.0,1300,BERLINE,M,MOY-INFERIEURE,B
43214,SEAT,GO,110.0,106.0,1305,BERLINE,M,MOY-INFERIEURE,B
43215,SEAT,GO,77.0,108.0,1281,BERLINE,M,MOY-INFERIEURE,B
43216,SEAT,GO,77.0,99.0,1286,BERLINE,M,MOY-INFERIEURE,A
43217,SEAT,ES,90.0,120.0,1224,BERLINE,M,MOY-INFERIEURE,B
43218,SEAT,GO,135.0,109.0,1370,BERLINE,M,MOY-INFERIEURE,B
43220,SEAT,ES,103.0,119.0,1211,BERLINE,M,MOY-INFERIEURE,B
43221,SEAT,ES,132.0,132.0,1307,BERLINE,A,MOY-INFERIEURE,C
43222,SEAT,ES,132.0,137.0,1290,BERLINE,M,MOY-INFERIEURE,C
43223,SEAT,ES,77.0,112.0,1215,BERLINE,A,MOY-INFERIEURE,B
43224,SEAT,ES,77.0,119.0,1179,BERLINE,M,MOY-INFERIEURE,B
43225,SEAT,ES,63.0,119.0,1168,BERLINE,M,MOY-INFERIEURE,B
43226,SEAT,GO,110.0,117.0,1315,BERLINE,A,MOY-INFERIEURE,B
43227,SEAT,GO,110.0,106.0,1285,BERLINE,M,MOY-INFERIEURE,B
43228,SEAT,GO,77.0,108.0,1261,BERLINE,M,MOY-INFERIEURE,B
43229,SEAT,GO,77.0,99.0,1266,BERLINE,M,MOY-INFERIEURE,A
43230,SEAT,ES,90.0,120.0,1204,BERLINE,M,MOY-INFERIEURE,B
43231,SEAT,GO,135.0,109.0,1350,BERLINE,M,MOY-INFERIEURE,B
43233,SEAT,ES,44.0,105.0,929,BERLINE,M,INFERIEURE,B
43234,SEAT,ES,44.0,95.0,940,BERLINE,M,INFERIEURE,A
43235,SEAT,ES,44.0,103.0,932,BERLINE,A,INFERIEURE,B
43236,SEAT,ES,55.0,108.0,929,BERLINE,M,INFERIEURE,B
43237,SEAT,ES,55.0,98.0,940,BERLINE,M,MOY-SUPERIEURE,A
43238,SEAT,ES,55.0,105.0,932,BERLINE,A,INFERIEURE,B
43239,SEAT,ES,90.0,134.0,1230,BERLINE,A,MOY-SUPERIEURE,C
43240,SEAT,GO,77.0,114.0,1265,BERLINE,M,MOY-SUPERIEURE,B
43241,SEAT,GO,77.0,106.0,1265,BERLINE,M,MOY-SUPERIEURE,B
43242,SEAT,GO,77.0,104.0,1265,BERLINE,M,MOY-SUPERIEURE,B
43243,SEAT,ES,63.0,119.0,1155,BERLINE,M,MOY-SUPERIEURE,B
43244,SEAT,ES,77.0,125.0,1175,BERLINE,M,MOY-SUPERIEURE,C
43245,SEAT,ES,77.0,118.0,1175,BERLINE,M,MOY-SUPERIEURE,B
43246,SEAT,ES,77.0,116.0,1175,BERLINE,M,MOY-SUPERIEURE,B
43247,SEAT,ES,55.0,137.0,1135,BERLINE,M,MOY-SUPERIEURE,C
43248,SKODA,ES,44.0,105.0,929,BERLINE,M,INFERIEURE,B
43249,SKODA,ES,44.0,95.0,940,BERLINE,M,INFERIEURE,A
43250,SKODA,ES,44.0,103.0,932,BERLINE,A,INFERIEURE,B
43251,SKODA,ES,55.0,108.0,929,BERLINE,M,INFERIEURE,B
43252,SKODA,ES,55.0,98.0,940,BERLINE,M,INFERIEURE,A
43253,SKODA,ES,55.0,105.0,932,BERLINE,A,INFERIEURE,B
43254,SKODA,ES,132.0,148.0,1318,BERLINE,A,MOY-INFERIEURE,D
43256,SKODA,GO,55.0,109.0,1204,BERLINE,M,MOY-INFERIEURE,B
43258,SKODA,GO,66.0,109.0,1204,BERLINE,M,MOY-INFERIEURE,B
43262,SKODA,GO,77.0,109.0,1219,BERLINE,M,MOY-INFERIEURE,B
43264,SKODA,ES,63.0,121.0,1116,BERLINE,M,MOY-INFERIEURE,C
43267,SKODA,ES,77.0,124.0,1164,BERLINE,A,MOY-INFERIEURE,C
43268,SKODA,ES,77.0,124.0,1130,BERLINE,M,MOY-INFERIEURE,C
43269,SKODA,GO,55.0,89.0,1199,BERLINE,M,MOY-INFERIEURE,A
43270,SKODA,GO,55.0,89.0,1203,BERLINE,M,MOY-INFERIEURE,A
43272,SKODA,ES,44.0,128.0,1095,BERLINE,M,MOY-INFERIEURE,C
43273,SKODA,GO,55.0,109.0,1224,BREAK,M,MOY-INFERIEURE,B
43274,SKODA,GO,66.0,109.0,1224,BREAK,M,MOY-INFERIEURE,B
43277,SKODA,GO,77.0,109.0,1239,BREAK,M,MOY-INFERIEURE,B
43278,SKODA,ES,63.0,121.0,1136,BREAK,M,MOY-INFERIEURE,C
43279,SKODA,ES,77.0,124.0,1184,BREAK,A,MOY-INFERIEURE,C
43280,SKODA,ES,77.0,124.0,1150,BREAK,M,MOY-INFERIEURE,C
43281,SKODA,GO,55.0,89.0,1219,BREAK,M,MOY-INFERIEURE,A
43284,SKODA,ES,44.0,132.0,1110,BREAK,M,MOY-INFERIEURE,C
43285,SKODA,ES,90.0,147.0,1335,BERLINE,A,MOY-SUPERIEURE,D
43286,SKODA,ES,90.0,147.0,1345,BERLINE,A,MOY-SUPERIEURE,D
43287,SKODA,ES,90.0,147.0,1330,BERLINE,A,MOY-SUPERIEURE,D
43291,SKODA,ES,90.0,148.0,1315,BERLINE,M,MOY-SUPERIEURE,D
43292,SKODA,ES,90.0,148.0,1325,BERLINE,M,MOY-SUPERIEURE,D
43293,SKODA,ES,90.0,148.0,1310,BERLINE,M,MOY-SUPERIEURE,D
43298,SKODA,GO,77.0,99.0,1390,BERLINE,M,MOY-SUPERIEURE,A
43301,SKODA,GO,77.0,123.0,1380,BERLINE,A,MOY-SUPERIEURE,C
43302,SKODA,GO,77.0,123.0,1375,BERLINE,A,MOY-SUPERIEURE,C
43305,SKODA,GO,77.0,119.0,1365,BERLINE,M,MOY-SUPERIEURE,B
43306,SKODA,GO,77.0,119.0,1355,BERLINE,M,MOY-SUPERIEURE,B
43307,SKODA,GO,77.0,119.0,1350,BERLINE,M,MOY-SUPERIEURE,B
43311,SKODA,ES,77.0,134.0,1270,BERLINE,M,MOY-SUPERIEURE,C
43312,SKODA,ES,77.0,134.0,1265,BERLINE,M,MOY-SUPERIEURE,C
43315,SKODA,ES,147.0,180.0,1470,BERLINE,A,MOY-SUPERIEURE,E
43316,SKODA,ES,147.0,180.0,1460,BERLINE,A,MOY-SUPERIEURE,E
43317,SKODA,ES,147.0,180.0,1455,BERLINE,A,MOY-SUPERIEURE,E
43320,SKODA,ES,147.0,175.0,1450,BERLINE,M,MOY-SUPERIEURE,E
43321,SKODA,ES,147.0,175.0,1440,BERLINE,M,MOY-SUPERIEURE,E
43322,SKODA,ES,147.0,175.0,1435,BERLINE,M,MOY-SUPERIEURE,E
43325,SKODA,ES,118.0,155.0,1385,BERLINE,A,MOY-SUPERIEURE,D
43326,SKODA,ES,118.0,155.0,1375,BERLINE,A,MOY-SUPERIEURE,D
43327,SKODA,ES,118.0,155.0,1370,BERLINE,A,MOY-SUPERIEURE,D
43330,SKODA,ES,118.0,158.0,1365,BERLINE,M,MOY-SUPERIEURE,D
43331,SKODA,ES,118.0,158.0,1355,BERLINE,M,MOY-SUPERIEURE,D
43332,SKODA,ES,118.0,158.0,1350,BERLINE,M,MOY-SUPERIEURE,D
43336,SKODA,GO,125.0,159.0,1505,BERLINE,A,MOY-SUPERIEURE,D
43337,SKODA,GO,125.0,159.0,1495,BERLINE,A,MOY-SUPERIEURE,D
43338,SKODA,GO,125.0,159.0,1490,BERLINE,A,MOY-SUPERIEURE,D
43341,SKODA,GO,125.0,149.0,1485,BERLINE,M,MOY-SUPERIEURE,D
43342,SKODA,GO,125.0,149.0,1475,BERLINE,M,MOY-SUPERIEURE,D
43343,SKODA,GO,125.0,149.0,1470,BERLINE,M,MOY-SUPERIEURE,D
43346,SKODA,GO,103.0,138.0,1415,BERLINE,A,MOY-SUPERIEURE,C
43350,SKODA,GO,103.0,126.0,1395,BERLINE,M,MOY-SUPERIEURE,C
43354,SKODA,ES,90.0,147.0,1350,BREAK,A,MOY-SUPERIEURE,D
43355,SKODA,ES,90.0,147.0,1360,BREAK,A,MOY-SUPERIEURE,D
43356,SKODA,ES,90.0,147.0,1345,BREAK,A,MOY-SUPERIEURE,D
43360,SKODA,ES,90.0,148.0,1330,BREAK,M,MOY-SUPERIEURE,D
43361,SKODA,ES,90.0,148.0,1340,BREAK,M,MOY-SUPERIEURE,D
43362,SKODA,ES,90.0,148.0,1325,BREAK,M,MOY-SUPERIEURE,D
43367,SKODA,GO,77.0,107.0,1405,BREAK,M,MOY-SUPERIEURE,B
43370,SKODA,GO,77.0,123.0,1395,BREAK,A,MOY-SUPERIEURE,C
43371,SKODA,GO,77.0,123.0,1390,BREAK,A,MOY-SUPERIEURE,C
43374,SKODA,GO,77.0,119.0,1370,BREAK,M,MOY-SUPERIEURE,B
43375,SKODA,GO,77.0,119.0,1380,BREAK,M,MOY-SUPERIEURE,B
43376,SKODA,GO,77.0,119.0,1365,BREAK,M,MOY-SUPERIEURE,B
43380,SKODA,GO,77.0,141.0,1480,BREAK,M,MOY-SUPERIEURE,D
43381,SKODA,GO,77.0,141.0,1475,BREAK,M,MOY-SUPERIEURE,D
43385,SKODA,ES,77.0,134.0,1280,BREAK,M,MOY-SUPERIEURE,C
43388,SKODA,ES,147.0,180.0,1475,BREAK,A,MOY-SUPERIEURE,E
43389,SKODA,ES,147.0,180.0,1485,BREAK,A,MOY-SUPERIEURE,E
43390,SKODA,ES,147.0,180.0,1470,BREAK,A,MOY-SUPERIEURE,E
43393,SKODA,ES,147.0,175.0,1455,BREAK,M,MOY-SUPERIEURE,E
43394,SKODA,ES,147.0,175.0,1465,BREAK,M,MOY-SUPERIEURE,E
43395,SKODA,ES,147.0,175.0,1450,BREAK,M,MOY-SUPERIEURE,E
43398,SKODA,ES,118.0,155.0,1390,BREAK,A,MOY-SUPERIEURE,D
43399,SKODA,ES,118.0,155.0,1400,BREAK,A,MOY-SUPERIEURE,D
43400,SKODA,ES,118.0,155.0,1385,BREAK,A,MOY-SUPERIEURE,D
43403,SKODA,ES,118.0,158.0,1370,BREAK,M,MOY-SUPERIEURE,D
43404,SKODA,ES,118.0,158.0,1380,BREAK,M,MOY-SUPERIEURE,D
43405,SKODA,ES,118.0,158.0,1365,BREAK,M,MOY-SUPERIEURE,D
43409,SKODA,GO,125.0,159.0,1510,BREAK,A,MOY-SUPERIEURE,D
43410,SKODA,GO,125.0,159.0,1520,BREAK,A,MOY-SUPERIEURE,D
43411,SKODA,GO,125.0,159.0,1505,BREAK,A,MOY-SUPERIEURE,D
43414,SKODA,GO,125.0,149.0,1500,BREAK,M,MOY-SUPERIEURE,D
43415,SKODA,GO,125.0,149.0,1490,BREAK,M,MOY-SUPERIEURE,D
43416,SKODA,GO,125.0,149.0,1485,BREAK,M,MOY-SUPERIEURE,D
43419,SKODA,GO,103.0,143.0,1430,BREAK,A,MOY-SUPERIEURE,D
43423,SKODA,GO,103.0,129.0,1410,BREAK,M,MOY-SUPERIEURE,C
43427,SKODA,GO,103.0,156.0,1520,BREAK,A,MOY-SUPERIEURE,D
43428,SKODA,GO,103.0,156.0,1515,BREAK,A,MOY-SUPERIEURE,D
43430,SKODA,GO,103.0,148.0,1505,BREAK,M,MOY-SUPERIEURE,D
43431,SKODA,GO,103.0,148.0,1500,BREAK,M,MOY-SUPERIEURE,D
43432,SKODA,GO,103.0,148.0,1495,BREAK,M,MOY-SUPERIEURE,D
43434,SKODA,GO,103.0,162.0,1575,BREAK,A,MOY-SUPERIEURE,E
43437,SKODA,GO,103.0,155.0,1570,BREAK,M,MOY-SUPERIEURE,D
43438,SKODA,GO,103.0,155.0,1555,BREAK,M,MOY-SUPERIEURE,D
43441,SKODA,ES,103.0,121.0,1256,BERLINE,M,MOY-SUPERIEURE,C
43442,SKODA,ES,132.0,132.0,1342,BERLINE,A,MOY-SUPERIEURE,C
43443,SKODA,ES,132.0,141.0,1313,BERLINE,M,MOY-SUPERIEURE,D
43444,SKODA,ES,77.0,114.0,1233,BERLINE,M,MOY-SUPERIEURE,B
43445,SKODA,GO,110.0,119.0,1355,BERLINE,A,MOY-SUPERIEURE,B
43446,SKODA,GO,110.0,106.0,1334,BERLINE,M,MOY-SUPERIEURE,B
43447,SKODA,GO,77.0,102.0,1338,BERLINE,A,MOY-SUPERIEURE,B
43448,SKODA,GO,77.0,99.0,1307,BERLINE,M,MOY-SUPERIEURE,A
43449,SKODA,ES,90.0,134.0,1230,BERLINE,A,MOY-INFERIEURE,C
43450,SKODA,GO,77.0,106.0,1265,BERLINE,M,MOY-INFERIEURE,B
43451,SKODA,GO,77.0,104.0,1265,BERLINE,M,MOY-INFERIEURE,B
43452,SKODA,ES,63.0,119.0,1155,BERLINE,M,MOY-INFERIEURE,B
43453,SKODA,ES,77.0,125.0,1175,BERLINE,M,MOY-INFERIEURE,C
43454,SKODA,ES,55.0,137.0,1135,BERLINE,M,MOY-INFERIEURE,C
43455,SKODA,GO,66.0,124.0,1322,COMBISPACE,M,INFERIEURE,C
43461,SKODA,GO,77.0,124.0,1322,COMBISPACE,M,INFERIEURE,C
43467,SKODA,ES,63.0,134.0,1221,COMBISPACE,M,INFERIEURE,C
43472,SKODA,ES,77.0,134.0,1271,COMBISPACE,A,INFERIEURE,C
43475,SKODA,ES,77.0,134.0,1237,COMBISPACE,M,INFERIEURE,C
43484,SKODA,GO,55.0,109.0,1314,COMBISPACE,M,INFERIEURE,B
43487,SKODA,GO,55.0,119.0,1308,COMBISPACE,M,INFERIEURE,B
43490,SKODA,ES,92.0,157.0,1482,BERLINE,M,SUPERIEURE,D
43491,SKODA,ES,92.0,157.0,1477,BERLINE,M,SUPERIEURE,D
43496,SKODA,GO,77.0,114.0,1524,BERLINE,M,SUPERIEURE,B
43498,SKODA,GO,77.0,130.0,1517,BERLINE,M,SUPERIEURE,C
43501,SKODA,ES,118.0,168.0,1523,BERLINE,A,SUPERIEURE,E
43508,SKODA,ES,191.0,235.0,1714,BERLINE,A,SUPERIEURE,F
43512,SKODA,GO,103.0,154.0,1569,BERLINE,A,SUPERIEURE,D
43516,SKODA,GO,103.0,143.0,1547,BERLINE,M,SUPERIEURE,D
43517,SKODA,GO,103.0,128.0,1551,BERLINE,M,SUPERIEURE,C
43521,SKODA,GO,103.0,162.0,1645,BERLINE,A,SUPERIEURE,E
43523,SKODA,GO,125.0,157.0,1572,BERLINE,A,SUPERIEURE,D
43526,SKODA,GO,125.0,149.0,1555,BERLINE,M,SUPERIEURE,D
43530,SKODA,GO,125.0,163.0,1632,BERLINE,M,SUPERIEURE,E
43534,SKODA,ES,92.0,159.0,1504,BREAK,M,SUPERIEURE,D
43535,SKODA,ES,92.0,159.0,1499,BREAK,M,SUPERIEURE,D
43539,SKODA,GO,77.0,114.0,1546,BREAK,M,SUPERIEURE,B
43541,SKODA,GO,77.0,133.0,1539,BREAK,M,SUPERIEURE,C
43544,SKODA,ES,118.0,170.0,1545,BREAK,A,SUPERIEURE,E
43545,SKODA,ES,118.0,170.0,1550,BREAK,A,SUPERIEURE,E
43549,SKODA,ES,191.0,237.0,1736,BREAK,A,SUPERIEURE,F
43550,SKODA,ES,191.0,237.0,1746,BREAK,A,SUPERIEURE,F
43554,SKODA,GO,103.0,158.0,1591,BREAK,A,SUPERIEURE,D
43555,SKODA,GO,103.0,154.0,1591,BREAK,A,SUPERIEURE,D
43559,SKODA,GO,103.0,145.0,1569,BREAK,M,SUPERIEURE,D
43560,SKODA,GO,103.0,128.0,1573,BREAK,M,SUPERIEURE,C
43564,SKODA,GO,103.0,166.0,1667,BREAK,A,SUPERIEURE,E
